1/13/2011,S Claiborne Ave & Josephine St,29.9458311,-90.0891941,1
1/14/2011,Louisiana Ave & St Charles Ave,29.9283044,-90.0915347,1
1/14/2011,Elysian Fields Ave & I-10 W,44.1985771,-93.673838,1
1/15/2011,Bienville St & N Broad St,29.9673485,-90.085927,1
1/15/2011,300 St Joseph St,29.9433426,-90.0676003,1
1/15/2011,Andrew Higgins Blvd & Tchoupitoulas,29.9421961,-90.0674199,1
1/15/2011,I-10 W & I-610 W,29.996243,-90.0454007,1
1/15/2011,4Th St & St Charles Ave,29.931482,-90.0851826,1
1/15/2011,Gentilly Blvd & Lafaye St,30.0029634,-90.0482792,1
1/15/2011,2000 Mardi Gras Boulevard,29.9342379,-90.0358234,1
1/15/2011,500 Bourbon St,29.9570955,-90.0668641,1
1/16/2011,1100 L B Landry Ave,29.9440737,-90.0407816,1
1/16/2011,S Claiborne Ave & Washington Ave,29.9423609,-90.0944601,1
1/16/2011,S Carrollton Ave & Palmyra St,29.972955,-90.1024069,1
1/16/2011,3400 Gentilly Boulevard,30.001672,-90.056073,1
1/16/2011,Andrew Higgins Blvd & Tchoupitoulas,29.9421961,-90.0674199,2
1/16/2011,Cohn St & Leonidas St,29.9557048,-90.1286854,1
1/16/2011,100 Dauphine St,29.954651,-90.07053,1
1/16/2011,I-10 W & St Bernard Ave,29.9743173,-90.064752,1
1/16/2011,Gen De Gaulle Dr & Holiday Dr,29.9208323,-90.0145545,1
1/17/2011,S Carrollton Ave & Willow St,29.9487747,-90.1282829,1
1/17/2011,Crowder Blvd & I-10 W,30.0304623,-89.9942327,1
1/18/2011,Carrollton Airline Exit & I-10 W,32.9756415,-96.8899636,1
1/19/2011,400 Royal St,29.9556961,-90.0660524,1
1/19/2011,I-10 E & I-510 N,31.3394059,-89.2924239,1
1/19/2011,5800 Louisville St,29.9960149,-90.1113901,1
1/19/2011,2100 Orleans Ave,29.9666402,-90.0767977,1
1/19/2011,La Salle St & Poydras St,29.9516935,-90.0784185,1
1/20/2011,Burthe St & Pine St,29.9402392,-90.1256368,1
1/20/2011,Gen Meyer Ave & Odeon Ave,29.9404944,-90.0225229,1
1/20/2011,City Park Ave & I-10 W,30.003851,-90.0977603,1
1/20/2011,Delachaise St & St Charles Ave,29.9277554,-90.0925558,1
1/21/2011,S Carrollton Ave & Tulane Ave,29.9689395,-90.1064339,1
1/21/2011,Milan St & Prytania St,29.925196,-90.099544,1
1/21/2011,Delachaise St & St Charles Ave,29.9277554,-90.0925558,2
1/21/2011,St Joseph St & Tchoupitoulas St,29.9433555,-90.0675838,1
1/22/2011,Joseph St & Tchoupitoulas St,29.9164093,-90.1183599,1
1/22/2011,Annunciation St & Calliope St,29.9390935,-90.0684299,1
1/22/2011,Short St & Washington Ave,29.9648723,-90.1092827,1
1/22/2011,Baronne St & Common St,29.9532992,-90.0721085,1
1/22/2011,S Peters St & Poydras St,29.9484462,-90.065924,1
1/22/2011,City Park Ave & I-10 E,30.003851,-90.0977603,2
1/23/2011,S Solomon St & Tulane Ave,29.9696472,-90.1076267,1
1/23/2011,N Jeff Davis Pkwy & Toulouse St,29.974732,-90.0916387,1
1/23/2011,Pontchartrain Blvd & W Robert E,30.0200268,-90.1144385,1
1/23/2011,Carrollton Airline Exit & I-10 W,32.9756415,-96.8899636,2
1/24/2011,S Claiborne Ave & Jackson Ave,29.945199,-90.0901423,1
1/24/2011,Freret St & Louisiana Ave,29.936363,-90.0954426,1
1/24/2011,Florida Ave & I-10 W,29.9952307,-90.1110878,1
1/25/2011,1700 Louisiana Ave,29.929345,-90.092284,1
1/26/2011,200 Harrison Ave,30.004864,-90.113445,1
1/26/2011,L B Landry Ave & Newton St,29.9451537,-90.0409188,1
1/26/2011,Marconi Dr & Robert E Lee Blvd,30.0186142,-90.0966372,1
1/26/2011,3400 Earhart Boulevard,29.9521888,-90.091566,1
1/27/2011,5000 Canal Boulevard,29.9821591,-90.1107642,1
1/27/2011,900 Jefferson Ave,29.9210362,-90.1152462,1
1/27/2011,Canal St & S Jeff Davis Pkwy,29.9698619,-90.0939004,1
1/27/2011,1100 St Charles Ave,29.9421646,-90.0730503,1
1/27/2011,Basin St & Canal St,29.9561117,-90.0732055,1
1/27/2011,Baronne St & Howard Ave,29.9447117,-90.0747877,1
1/27/2011,Canal St & S Salcedo St,29.9681801,-90.0913917,1
1/27/2011,5000 Canal Boulevard,29.9821591,-90.1107642,2
1/27/2011,2500 Canal St,29.963678,-90.08527,1
1/27/2011,S Claiborne Ave & Milan St,29.940259,-90.101074,1
1/28/2011,Jefferson Ave & Tchoupitoulas St,29.9164559,-90.1161872,1
1/28/2011,S Claiborne Ave & Fern St,29.9544809,-90.1189807,2
1/28/2011,Veterans Hwy & West End Blvd,29.9999868,-90.1150509,1
1/29/2011,Calliope St & Carondelet St,29.9430427,-90.0743744,1
1/29/2011,400 North Carrollton Ave,29.9764202,-90.0965868,1
1/29/2011,Calliope St & Carondelet St,29.9430427,-90.0743744,2
1/29/2011,Calliope St & Carondelet St,29.9430427,-90.0743744,3
1/29/2011,Calliope St & Carondelet St,29.9430427,-90.0743744,4
1/29/2011,Calliope St & Carondelet St,29.9430427,-90.0743744,5
1/29/2011,Felicity St & Tchoupitoulas St,29.9270182,-90.0672866,1
1/30/2011,100 West Harrison Ave,30.0055958,-90.1159211,1
1/30/2011,Canal St & S St Patrick St,29.9786939,-90.1069281,1
1/30/2011,St Joseph St & Tchoupitoulas St,29.9433555,-90.0675838,2
1/30/2011,Canal St & S Jeff Davis Pkwy,29.9698619,-90.0939004,2
1/31/2011,N Claiborne Ave & Elysian Fields,29.9735906,-90.0573782,1
1/31/2011,Canal St & N Solomon St,29.9757227,-90.1021996,1
2/1/2011,Jackson Ave & Prytania St,29.9329265,-90.0796737,1
2/2/2011,S Roman St & Tulane Ave,29.9578444,-90.0818295,1
2/2/2011,1200 Louisiana Ave,29.9239432,-90.0894437,1
2/3/2011,Canal St & S Rampart St,29.9557887,-90.0727311,1
2/3/2011,600 Tchoupitoulas St,29.9474641,-90.0671151,1
2/3/2011,Canal St & S Rampart St,29.9557887,-90.0727311,2
2/3/2011,Jefferson Ave & St Charles Ave,29.9284718,-90.1130564,1
2/3/2011,Bienville St & Chartres St,29.9542738,-90.0666797,1
2/4/2011,3900 Canal St,29.9729154,-90.0990076,1
2/4/2011,400 St Charles Ave,29.950297,-90.069742,1
2/4/2011,Lafitte St & N White St,29.9700414,-90.0856885,1
2/4/2011,1000 Annunciation St,29.9421554,-90.0674404,1
2/5/2011,3200 Canal St,29.968468,-90.092908,1
2/5/2011,S Liberty St & Napoleon Ave,29.9333541,-90.1026277,1
2/5/2011,S Carrollton Ave & Neron Pl,29.955126,-90.1214743,1
2/5/2011,Tchoupitoulas St & Washington Av,29.9206094,-90.0783504,1
2/6/2011,Basin St & N Robertson St,29.9636125,-90.0722533,1
2/6/2011,2ND ST & ROUSSEAU ST,29.922389,-90.076164,1
2/6/2011,Arts St & Gentilly Blvd,30.0028452,-90.053051,1
2/6/2011,Jackson Ave & St Charles Ave,29.934075,-90.080531,1
2/8/2011,Jackson Ave & Laurel St,29.9279828,-90.0754211,1
2/9/2011,Jena St & Magazine St,29.9207053,-90.1027277,1
2/9/2011,S Peters St & St Joseph St,29.9429546,-90.0657963,1
2/10/2011,Cleveland Ave & S St Patrick St,29.9778368,-90.1077012,1
2/11/2011,Broadway St & Hampson St,29.9382859,-90.1261034,1
2/11/2011,Apple St & Fontainebleau Dr,29.9573679,-90.1187935,1
2/11/2011,Canal St & N Jeff Davis Pkwy,29.9698619,-90.0939004,3
2/11/2011,1400 South Carrollton Ave,29.949165,-90.128367,1
2/11/2011,S Carrollton Ave & Olive St,29.9630364,-90.1127516,1
2/11/2011,9Th St & Magazine St,29.9240863,-90.0862536,1
2/12/2011,St Charles Ave & St Joseph St,29.9443885,-90.0721327,1
2/12/2011,S Jeff Davis Pkwy & Tulane Ave,29.9653816,-90.0986326,1
2/12/2011,Carondelet St & Thalia St,29.940511,-90.076218,1
2/13/2011,600 Basin St,29.9563855,-90.0733651,1
2/13/2011,4700 Canal St,29.978553,-90.107256,1
2/13/2011,I-610 E & St Bernard Ave,29.9926822,-90.077398,2
2/14/2011,I-10 E & Louisa St,30.0030739,-90.0334918,1
2/14/2011,200 Bourbon St,29.954776,-90.068966,1
2/15/2011,Burgundy St & Conti St,29.9574928,-90.069533,1
2/15/2011,Calhoun St & Freret St,29.9373354,-90.1184113,1
2/15/2011,S Broad St & Tulane Ave,29.9619049,-90.0907186,1
2/16/2011,Polk Ave & West End Blvd,29.9999868,-90.1150509,2
2/16/2011,Polk Ave & West End Blvd,29.9999868,-90.1150509,3
2/17/2011,4000 Franklin Ave,29.9993066,-90.050086,1
2/17/2011,600 Canal St,29.952359,-90.06856,1
2/17/2011,6800 West End Boulevard,30.0202519,-90.11354,1
2/18/2011,Canal St & Chartres St,29.9525012,-90.0682794,2
2/18/2011,Camp St & Napoleon Ave,29.921795,-90.101454,1
2/18/2011,I-10 W & Metairie Rd,29.9809831,-90.1134374,1
2/18/2011,City Park Ave & I-10 E,30.003851,-90.0977603,3
2/18/2011,Marigny St & N Robertson St,29.9726728,-90.0558417,1
2/19/2011,800 Tchoupitoulas St,29.94456,-90.067068,1
2/19/2011,1000 Bienville St,29.956622,-90.070438,1
2/20/2011,Press St & St Claude Ave,29.9682602,-90.0471591,1
2/21/2011,N Derbigny St & St Bernard Ave,29.97408,-90.0663399,1
2/21/2011,1700 St Charles Ave,29.937366,-90.0763512,1
2/22/2011,X Drexel Drive,29.962623,-90.1054023,1
2/23/2011,Filmore Ave & St Bernard Ave,30.0110196,-90.0824285,1
2/23/2011,Fern St & Maple St,29.9431552,-90.1310725,1
2/24/2011,Henderson St & Tchoupitoulas St,29.9350801,-90.0662807,1
2/24/2011,200 Royal St,29.9541517,-90.0678702,1
2/24/2011,Amelia St & Tchoupitoulas St,29.9178498,-90.0922324,1
2/24/2011,I-10 E & Metairie Rd,29.9809831,-90.1134374,2
2/25/2011,S Carrollton Ave & S Claiborne A,29.9559278,-90.1203159,1
2/25/2011,S Claiborne Ave & Short St,29.9552868,-90.1195191,1
2/25/2011,300 South White St,29.9647778,-90.0903649,1
2/25/2011,Conery St & St Charles Ave,29.9306058,-90.0867155,1
2/25/2011,N Galvez St & Piety St,29.977297,-90.038497,1
2/25/2011,Philip St & Prytania St,29.9323068,-90.0806177,1
2/26/2011,800 Conti St,29.9562671,-90.0677632,1
2/26/2011,100 North Rampart St,29.9557056,-90.0725961,1
2/26/2011,7900 Maple St,29.943196,-90.1314,1
2/26/2011,Apricot St & S Carrollton Ave,29.9587961,-90.1172672,2
2/26/2011,11000 Chef Menteur Hwy,30.0200099,-89.9617519,1
2/26/2011,Carondelet St & Louisiana Ave,29.9293024,-90.0918478,1
2/27/2011,Earhart Blvd & S Jeff Davis Pkwy,29.956889,-90.1053777,1
2/27/2011,Constance St & Thalia St,29.9379969,-90.0701755,1
2/28/2011,2200 Lakeshore Drive,30.0309921,-90.0753163,1
3/1/2011,Crowder Blvd & I-10 E,30.0304623,-89.9942327,2
3/2/2011,Baronne St & Canal St,29.9543101,-90.0709638,1
3/2/2011,N Derbigny St & Lapeyrouse St,29.9732944,-90.0666483,1
3/2/2011,Bienville St & N Claiborne Ave,29.9608606,-90.0765127,1
3/2/2011,S Carrollton Ave & Willow St,29.9487747,-90.1282829,2
3/2/2011,100 North Rocheblave St,29.9639726,-90.0847724,1
3/2/2011,N Rampart St & St Peter St,29.9604426,-90.0683983,1
3/3/2011,9200 Airline Hwy,29.972157,-90.121239,2
3/4/2011,2800 Dryades St,29.9334462,-90.0878675,1
3/4/2011,I-10 E & Pontchartrain Blvd,29.9672428,-90.1084211,1
3/4/2011,3900 Tulane Ave,29.9675757,-90.1039989,1
3/4/2011,Bourbon St & Canal St,29.9537072,-90.0700564,1
3/5/2011,Elysian Fields Ave & Gentilly Bl,29.9998463,-90.0591267,1
3/5/2011,3500 Napoleon Ave,29.9448852,-90.1040698,1
3/5/2011,Pauline St & N Rampart St,29.9648022,-90.0376197,1
3/5/2011,5100 Timber Haven Lane,29.8996099,-90.001205,1
3/6/2011,Octavia St & Tchoupitoulas St,29.9164323,-90.1173055,1
3/6/2011,Broadway St & Freret St,29.940533,-90.1242085,1
3/6/2011,N Claiborne Ave & Elysian Fields,29.9735906,-90.0573782,2
3/7/2011,Julia St & Tchoupitoulas St,29.9449655,-90.0674768,1
3/8/2011,I-10 E & Metairie Rd,29.9809831,-90.1134374,3
3/8/2011,I-10 E & I-610 E,29.996243,-90.0454007,2
3/8/2011,N Rampart St & St Philip St,29.9630026,-90.0662848,1
3/9/2011,Bullard & I-10 E,30.0451457,-89.9633606,1
3/9/2011,Simon Bolivar Ave & St Andrew St,29.940324,-90.083176,1
3/10/2011,N Broad St & Treasure St,29.9893731,-90.0661884,1
3/10/2011,Esplanade Ave & N Rampart St,29.9660198,-90.0635953,1
3/10/2011,France Rd & Old Gentilly Rd,30.0060898,-90.0292192,1
3/10/2011,Chef Menteur Hwy & Gentilly Blvd,30.0029458,-90.0425612,1
3/11/2011,Loyola Ave & Napoleon Ave,29.932394,-90.1025329,1
3/12/2011,2ND ST & Tchoupitoulas ST,29.9215187,-90.0755402,1
3/12/2011,S Prieur St & Toledano St,29.9442912,-90.0976061,1
3/12/2011,Harrison Ave & West End Blvd,30.0051781,-90.1146445,1
3/13/2011,Burthe St & S Carrollton Ave,29.9452527,-90.1320658,1
3/13/2011,Gen Meyer Ave & Kabel Dr,29.933766,-90.007263,1
3/13/2011,Dauphine St & Press St,29.9651129,-90.0481142,1
3/14/2011,Frenchmen St & Gentilly Blvd,29.9981645,-90.0605121,1
3/14/2011,6700 Chef Menteur Hwy,30.0106748,-90.0102012,1
3/14/2011,Gen De Gaulle Dr & Holiday Dr,29.9208323,-90.0145545,2
3/14/2011,Gentilly Blvd & New Orleans St,29.9930888,-90.0669587,1
3/16/2011,1300 Simon Bolivar Ave,29.9437904,-90.0803036,1
3/16/2011,I-10 E & I-510 N,31.3394059,-89.2924239,2
3/16/2011,Magellan St & Nunez St,29.937076,-90.0502309,1
3/16/2011,Gen De Gaulle Dr & Holiday Dr,29.9208323,-90.0145545,3
3/16/2011,7000 Bundy Road,30.034993,-89.986614,1
3/17/2011,3100 Calhoun St,29.9469813,-90.1136497,1
3/17/2011,Canal Blvd & City Park Ave,29.9821544,-90.1107458,1
3/18/2011,Camp St & Felicity St,29.9331555,-90.0741362,1
3/18/2011,S Claiborne Ave & Napoleon Ave,29.940094,-90.103321,1
3/18/2011,St James St & Tchoupitoulas St,29.928934,-90.0667347,1
3/18/2011,100 South Claiborne Ave,29.9588801,-90.0777217,1
3/18/2011,Conti St & N Rampart St,29.9582058,-90.0705681,1
3/18/2011,Lemans St & Michoud Blvd,30.040374,-89.9303951,1
3/19/2011,Canal St & N Jeff Davis Pkwy,29.9698619,-90.0939004,4
3/20/2011,Broadway St & S Claiborne Ave,29.9508389,-90.1160818,1
3/20/2011,5000 Canal St,29.9808641,-90.1101232,2
3/20/2011,N Broad St & Orleans Ave,29.970761,-90.0827207,1
3/22/2011,Bullard & I-10 E,30.0451457,-89.9633606,2
3/23/2011,I-10 W & Jeff Davis Overpass,29.9763987,-90.0907571,2
3/23/2011,Howard Ave & O'Keefe Ave,29.9455916,-90.0758372,1
3/23/2011,Decatur St & St Louis St,29.955127,-90.064229,1
3/24/2011,I-10 W & S Jeff Davis Overpass,29.9763987,-90.0907571,3
3/24/2011,St Charles Ave & Washington Ave,29.9309078,-90.0859492,1
3/24/2011,20000 Chef Menteur Hwy,30.0523896,-89.8798328,1
3/24/2011,Hwy 11 Bridge,30.1336645,-89.8665029,1
3/25/2011,I-10 E & Metairie Rd,29.9809831,-90.1134374,4
3/26/2011,700 North Broad St,29.9703242,-90.0829182,1
3/26/2011,4500 Downman Road,30.0152452,-90.0214568,1
3/27/2011,Poydras St & Tchoupitoulas St,29.948678,-90.066978,1
3/27/2011,S Jeff Davis Pkwy & Tulane Ave,29.9653816,-90.0986326,2
3/27/2011,Fontainebleau Dr & Nashville Ave,29.9470311,-90.110514,1
3/28/2011,N Miro St & Orleans Ave,29.9679237,-90.0784724,1
3/28/2011,Almonaster Ave & France Rd,30.0037771,-90.0285725,1
3/30/2011,X Ccc In ,29.8610588,-89.994394,1
3/31/2011,Magazine St & Race St,29.9344314,-90.0724408,1
3/31/2011,Dumaine St & N Rampart St,29.9621978,-90.0670041,1
3/31/2011,Josephine St & Prytania St,29.9336005,-90.0786571,1
3/31/2011,Prytania St & Valmont St,29.9247321,-90.1120409,1
3/31/2011,N Claiborne Ave & Esplanade Ave,29.9692147,-90.0684981,3
4/1/2011,1800 Religious St,29.9277154,-90.0680972,1
4/1/2011,2600 Gentilly Boulevard,29.9936782,-90.0657455,1
4/1/2011,Andrew Higgins Blvd & Tchoupitoulas,29.9421961,-90.0674199,3
4/1/2011,1000 Canal St,29.9549149,-90.0720854,1
4/2/2011,Andrew Higgins Blvd & Magazine S,29.9427575,-90.0699705,1
4/2/2011,300 North Rampart St,29.957316,-90.070899,1
4/2/2011,Andrew Higgins Blvd & Magazine S,29.9427575,-90.0699705,2
4/2/2011,Andrew Higgins Blvd & Magazine S,29.9427575,-90.0699705,3
4/2/2011,Andrew Higgins Blvd & Magazine S,29.9427575,-90.0699705,4
4/2/2011,Andrew Higgins Blvd & Magazine S,29.9427575,-90.0699705,5
4/2/2011,Andrew Higgins Blvd & Magazine S,29.9427575,-90.0699705,6
4/2/2011,Birch St & Dante St,29.9516053,-90.1285259,1
4/2/2011,Pine St & St Charles Ave,29.9377552,-90.1276224,1
4/2/2011,N Broad St & Esplanade Ave,29.9760262,-90.0781515,1
4/3/2011,Julia St & Magazine St,29.9453639,-90.0692047,1
4/4/2011,2800 Mlk Boulevard,29.945244,-90.08701,1
4/6/2011,Bienville St & N Jeff Davis Pkwy,29.9719056,-90.0928065,1
4/7/2011,Andrew Higgins Blvd & Tchoupitoulas,29.9421961,-90.0674199,4
4/7/2011,1900 Tchoupitoulas St,29.9257417,-90.0678347,1
4/8/2011,Camp St & Canal St,29.9525012,-90.0682794,3
4/8/2011,Foucher St & Tchoupitoulas St,29.9179974,-90.0900942,1
4/9/2011,Dryades St & Upperline St,29.9290923,-90.1075794,1
4/9/2011,City Park Ave & Conti St,29.9831986,-90.1074484,1
4/9/2011,St Claude Ave & Tupelo St,29.9599205,-90.0113436,1
4/9/2011,S Claiborne Ave & Mlk Blvd,29.9463647,-90.0882438,1
4/10/2011,Josephine St & Tchoupitoulas St,29.923942,-90.0703124,1
4/11/2011,Dumaine St & N Rampart St,29.9621978,-90.0670041,2
4/12/2011,1200 North Broad St,29.9745727,-90.0793841,1
4/13/2011,Florida Ave & I-10 W,29.9952307,-90.1110878,2
4/13/2011,Felicity St & Tchoupitoulas St,29.9270182,-90.0672866,2
4/13/2011,Jefferson Ave & Magazine St,29.9208492,-90.1149586,1
4/14/2011,Metairie Rd & Pontchartrain Blvd,29.9812106,-90.1135319,1
4/14/2011,I-10 W & Jeff Davis Overpass,29.9763987,-90.0907571,4
4/14/2011,S Claiborne Ave & Mlk Blvd,29.9463647,-90.0882438,2
4/15/2011,Jefferson Ave & Tchoupitoulas St,29.9164559,-90.1161872,2
4/15/2011,Florida Ave & I-10 W,29.9952307,-90.1110878,3
4/15/2011,2700 Canal St,29.965424,-90.087821,1
4/15/2011,Euterpe St & Religious St,29.9340386,-90.0663225,1
4/16/2011,Veterans Hwy & West End Blvd,29.9999868,-90.1150509,4
4/16/2011,Veterans Hwy & West End Blvd,29.9999868,-90.1150509,5
4/16/2011,Veterans Hwy & West End Blvd,29.9999868,-90.1150509,6
4/16/2011,Veterans Hwy & West End Blvd,29.9999868,-90.1150509,7
4/16/2011,Veterans Hwy & West End Blvd,29.9999868,-90.1150509,8
4/16/2011,Veterans Hwy & West End Blvd,29.9999868,-90.1150509,9
4/16/2011,Veterans Hwy & West End Blvd,29.9999868,-90.1150509,10
4/16/2011,Veterans Hwy & West End Blvd,29.9999868,-90.1150509,11
4/16/2011,Veterans Hwy & West End Blvd,29.9999868,-90.1150509,12
4/16/2011,Tulane Ave & S White St,29.962535,-90.0924042,1
4/16/2011,S Carrollton Ave & S Claiborne A,29.9559278,-90.1203159,2
4/16/2011,Gen De Gaulle Dr & Holiday Dr,29.9208323,-90.0145545,4
4/17/2011,4Th St & Camp St,29.9275512,-90.082282,1
4/17/2011,Joseph St & Tchoupitoulas St,29.9164093,-90.1183599,2
4/17/2011,Canal Blvd & City Park Ave,29.9821544,-90.1107458,2
4/17/2011,S Claiborne Ave & Napoleon Ave,29.940094,-90.103321,2
4/17/2011,Port St & St Claude Ave,29.9687257,-90.0491971,1
4/17/2011,S Claiborne Ave & Earhart Blvd,29.9494521,-90.086434,1
4/18/2011,800 South Peters St,29.9443723,-90.0656029,1
4/18/2011,Gravier St & O'Keefe Ave,29.9528519,-90.0735616,1
4/18/2011,Jackson Ave & Tchoupitoulas St,29.9233117,-90.0714102,1
4/19/2011,N Derbigny St & Marigny St,29.974699,-90.056,1
4/20/2011,S Peters St & St Joseph St,29.9429546,-90.0657963,2
4/20/2011,Hillary St & Maple St,29.9412172,-90.1287291,1
4/20/2011,100 North Broad St,29.965749,-90.086921,1
4/21/2011,Joseph St & St Charles Ave,29.9293425,-90.1148961,1
4/21/2011,Elysian Fields Ave & N Galvez St,29.9786716,-90.0577338,1
4/21/2011,Calliope St & St Charles Ave,29.9422209,-90.0730299,1
4/21/2011,Napoleon Ave & Prytania St,29.925023,-90.1020393,1
4/21/2011,S Carrollton Ave & Earhart Blvd,29.9610427,-90.1151214,1
4/21/2011,Chef Menteur Hwy & Downman Rd,30.0098863,-90.0209174,1
4/22/2011,Felicity St & Tchoupitoulas St,29.9270182,-90.0672866,3
4/22/2011,Conti St & Decatur St,29.9543637,-90.0649493,1
4/24/2011,5700 St Charles Ave,29.929533,-90.116052,1
4/24/2011,Annunciation St & Calliope St,29.9390935,-90.0684299,2
4/24/2011,Gen Meyer Ave & Shirley Dr,29.9440065,-90.0313526,1
4/26/2011,S Carrollton Ave & S Claiborne A,29.9559278,-90.1203159,3
4/27/2011,Canal St & S Carrollton Ave,29.9744932,-90.1007749,1
4/27/2011,City Park Ave & I-10 W,30.003851,-90.0977603,4
4/27/2011,Canal St & S Jeff Davis Pkwy,29.9698619,-90.0939004,5
4/27/2011,Broadway St & Plum St,29.9430136,-90.1223668,1
4/27/2011,500 Common St,29.9511428,-90.0674932,1
4/27/2011,I-10 E & Orleans Ave,29.9659404,-90.0724857,1
4/27/2011,S Claiborne Ave & Gen Taylor St,29.9406786,-90.0999442,1
4/28/2011,300 Conti St,29.9535309,-90.0637859,1
4/28/2011,Magazine St & Napoleon Ave,29.9207943,-90.1015953,1
4/29/2011,N Claiborne Ave & Pauger St,29.9730578,-90.0607826,1
4/30/2011,S Carrollton Ave & S Claiborne A,29.9559278,-90.1203159,4
4/30/2011,Airline Hwy & Mistletoe St,29.9716791,-90.1204839,1
4/30/2011,Jefferson Ave & Tchoupitoulas St,29.9164559,-90.1161872,3
4/30/2011,Elysian Fields Ave & St Claude A,29.9687162,-90.0567361,1
4/30/2011,St Claude Bridge Eas,29.9654944,-90.0349211,1
4/30/2011,Jefferson Ave & Tchoupitoulas St,29.9164559,-90.1161872,4
5/1/2011,S Peters St & St Joseph St,29.9429546,-90.0657963,3
5/1/2011,Elysian Fields Ave & Gentilly Bl,29.9998463,-90.0591267,2
5/1/2011,6500 West End Boulevard,30.0202519,-90.11354,2
5/2/2011,Elysian Fields Ave & Madrid St,30.0208828,-90.0612222,1
5/2/2011,Helena St & Iberville St,29.9816017,-90.1088214,1
5/2/2011,Convention Center Blvd & Girod S,29.94586,-90.0645966,1
5/3/2011,I-10 W & S Jeff Davis Overpass,29.9763987,-90.0907571,5
5/4/2011,I-10 W & Metairie Rd,29.9809831,-90.1134374,5
5/4/2011,Annunciation St & Terpsichore St,29.9357162,-90.0693309,1
5/5/2011,Annunciation St & Bellecastle St,29.917567,-90.1122466,1
5/5/2011,Audubon St & Magazine St,29.9275882,-90.1333351,1
5/5/2011,S Carrollton Ave & Walmsley Ave,29.9587961,-90.1172672,3
5/5/2011,La Salle St & Louisiana Ave,29.9355845,-90.0950385,1
5/6/2011,I-10 W & Metairie Rd,29.9809831,-90.1134374,6
5/7/2011,Annunciation St & Washington Ave,29.9236786,-90.0806231,1
5/7/2011,N Peters St & Port St,29.9622132,-90.051198,1
5/7/2011,1300 St Charles Ave,29.940252,-90.074216,1
5/7/2011,S Claiborne Ave & State St,29.9437997,-90.1128066,1
5/7/2011,400 Bienville St,29.9532453,-90.0651376,1
5/8/2011,Canal St & Royal St,29.9530899,-90.0691537,1
5/8/2011,2600 St Charles Ave,29.93131,-90.084574,1
5/8/2011,3100 St Charles Ave,29.9291887,-90.0889202,1
5/8/2011,Harrison Ave & Vicksburg St,30.0044934,-90.1067953,1
5/9/2011,2400 Tchoupitoulas St,29.9218078,-90.0746362,1
5/9/2011,Canal St & I-10 W,29.9943447,-90.1145522,1
5/10/2011,Bienville St & N Carrollton Ave,29.9759969,-90.0988739,1
5/10/2011,Canal St & Marais St,29.9574984,-90.0752422,1
5/11/2011,S Claiborne Ave & Jackson Ave,29.945199,-90.0901423,2
5/11/2011,Napoleon Ave & St Charles Ave,29.926563,-90.102168,1
5/11/2011,I-10 W & Metairie Rd,29.9809831,-90.1134374,7
5/12/2011,Octavia St & Tchoupitoulas St,29.9164323,-90.1173055,2
